Date,Open,High,Low,Close,Volume,OpenInt
2010-09-14 00:00:00,84.38600000000001,84.91,84.007,84.54899999999999,72412,0
2010-09-15 00:00:00,84.20299999999999,84.82700000000001,84.022,84.76299999999999,11315,0
2010-09-16 00:00:00,84.53299999999999,84.781,84.26899999999999,84.729,72610,0
2010-09-17 00:00:00,85.23700000000001,85.23700000000001,84.53299999999999,84.81200000000001,60465,0
2010-09-20 00:00:00,85.125,86.191,84.89399999999999,86.191,23164,0
2010-09-21 00:00:00,86.17399999999999,86.51700000000001,85.56700000000001,85.929,23500,0
2010-09-22 00:00:00,85.796,86.191,85.307,85.46700000000001,22116,0
2010-09-23 00:00:00,84.781,85.618,84.61399999999999,84.76299999999999,40654,0
2010-09-24 00:00:00,85.288,86.074,85.219,86.02600000000001,29981,0
2010-09-27 00:00:00,86.14200000000001,86.14200000000001,85.618,85.618,18337,0
2010-09-28 00:00:00,85.59899999999999,86.17399999999999,84.859,86.17399999999999,60757,0
2010-09-29 00:00:00,85.81299999999999,86.09100000000001,85.51899999999999,85.765,19363,0
2010-09-30 00:00:00,86.316,86.712,85.31299999999999,85.63799999999999,54487,0
2010-10-01 00:00:00,86.223,86.289,85.46700000000001,85.929,19708,0
2010-10-04 00:00:00,86.37100000000001,86.37100000000001,84.926,85.205,108095,0
2010-10-05 00:00:00,86.17399999999999,87.139,86.01,87.07799999999999,24173,0
2010-10-06 00:00:00,87.07799999999999,87.209,86.667,86.929,337445,0
2010-10-07 00:00:00,87.383,87.383,86.419,86.88,60774,0
2010-10-08 00:00:00,86.994,87.585,86.699,87.53299999999999,76228,0
2010-10-11 00:00:00,87.56700000000001,87.66,87.209,87.383,17282,0
2010-10-12 00:00:00,87.287,88.001,86.76299999999999,87.904,51211,0
2010-10-13 00:00:00,88.274,88.834,88.001,88.427,90693,0
2010-10-14 00:00:00,88.375,88.465,87.635,88.089,23245,0
2010-10-15 00:00:00,88.65,88.686,87.56700000000001,88.256,61663,0
2010-10-18 00:00:00,88.31200000000001,88.971,88.161,88.889,27846,0
2010-10-19 00:00:00,87.919,88.359,86.994,87.486,46979,0
2010-10-20 00:00:00,87.751,88.749,87.751,88.427,27788,0
2010-10-21 00:00:00,88.82600000000001,89.234,88.06200000000001,88.554,35791,0
2010-10-22 00:00:00,88.749,88.786,88.573,88.76799999999999,30140,0
2010-10-25 00:00:00,89.36,89.67399999999999,88.98700000000001,89.024,36026,0
2010-10-26 00:00:00,88.554,89.07799999999999,88.51799999999999,89.005,18254,0
2010-10-27 00:00:00,88.41,88.792,87.985,88.73200000000001,20846,0
2010-10-28 00:00:00,89.234,89.286,88.427,88.792,23434,0
2010-10-29 00:00:00,88.705,88.961,88.615,88.863,16463,0
2010-11-01 00:00:00,89.369,89.788,88.427,88.90700000000001,62765,0
