Date,Open,High,Low,Close,Volume,OpenInt
1984-09-07 00:00:00,0.10182000000000001,0.10305999999999998,0.1006,0.10182000000000001,96661645,0
1984-09-10 00:00:00,0.10182000000000001,0.10213,0.09937,0.10122,75025205,0
1984-09-11 00:00:00,0.10213,0.1049,0.10213,0.10305999999999998,176913886,0
1984-09-12 00:00:00,0.10305999999999998,0.10367,0.09998,0.09998,154549368,0
1984-09-13 00:00:00,0.10552,0.10582000000000001,0.10552,0.10552,240704925,0
1984-09-14 00:00:00,0.10582000000000001,0.10951,0.10582000000000001,0.10705999999999999,286604188,0
1984-09-17 00:00:00,0.10983,0.11135999999999999,0.10983,0.10983,223775427,0
1984-09-18 00:00:00,0.10983,0.11074,0.10582000000000001,0.10582000000000001,112966958,0
1984-09-19 00:00:00,0.10582000000000001,0.10705999999999999,0.10367,0.10367,123395063,0
1984-09-20 00:00:00,0.10397999999999999,0.1049,0.10397999999999999,0.10397999999999999,76819625,0
1984-09-21 00:00:00,0.10397999999999999,0.10705999999999999,0.10182000000000001,0.10305999999999998,115905488,0
1984-09-24 00:00:00,0.10305999999999998,0.10367,0.10213,0.10213,91720664,0
1984-09-25 00:00:00,0.10182000000000001,0.10182000000000001,0.09998,0.09998,193635344,0
1984-09-26 00:00:00,0.09998,0.10457999999999999,0.09876,0.09876,128830183,0
1984-09-27 00:00:00,0.09876,0.09937,0.09876,0.09876,122978974,0
1984-09-28 00:00:00,0.09876,0.09876,0.09445,0.09627999999999999,270975007,0
1984-10-01 00:00:00,0.09598999999999999,0.09598999999999999,0.09414,0.09414,113513048,0
1984-10-02 00:00:00,0.09475,0.09813,0.09475,0.09475,137281837,0
1984-10-03 00:00:00,0.09627999999999999,0.09782,0.09627999999999999,0.09627999999999999,139804407,0
1984-10-04 00:00:00,0.0975,0.09813,0.0975,0.0975,145681590,0
1984-10-05 00:00:00,0.0975,0.0975,0.09475,0.09537000000000001,113279028,0
1984-10-08 00:00:00,0.09537000000000001,0.09598999999999999,0.09537000000000001,0.09537000000000001,54533089,0
1984-10-09 00:00:00,0.09537000000000001,0.09598999999999999,0.09445,0.09445,145421519,0
1984-10-10 00:00:00,0.09445,0.09445,0.09167,0.09167,423573998,0
1984-10-11 00:00:00,0.09167,0.09414,0.09106,0.09106,212177092,0
1984-10-12 00:00:00,0.09106,0.09167,0.08644,0.08706,308578681,0
1984-10-15 00:00:00,0.09197000000000001,0.0929,0.09197000000000001,0.09197000000000001,282417341,0
1984-10-16 00:00:00,0.09197000000000001,0.09229,0.09167,0.09167,137021857,0
1984-10-17 00:00:00,0.09537000000000001,0.09598999999999999,0.09537000000000001,0.09537000000000001,181854963,0
1984-10-18 00:00:00,0.09813,0.09876,0.09813,0.09813,286942257,0
1984-10-19 00:00:00,0.09813,0.1049,0.09782,0.09813,378610914,0
1984-10-22 00:00:00,0.09813,0.09967000000000001,0.0975,0.0975,133225087,0
1984-10-23 00:00:00,0.09967000000000001,0.1006,0.09967000000000001,0.09967000000000001,216441982,0
1984-10-24 00:00:00,0.1006,0.10182000000000001,0.1006,0.1006,193895399,0
1984-10-25 00:00:00,0.1006,0.1006,0.0969,0.0969,183623335,0
1984-10-26 00:00:00,0.0969,0.0969,0.09414,0.09445,133329061,0
1984-10-29 00:00:00,0.09475,0.09537000000000001,0.09475,0.09475,58797951,0
1984-10-30 00:00:00,0.09598999999999999,0.0969,0.09598999999999999,0.09598999999999999,86597598,0
1984-10-31 00:00:00,0.09598999999999999,0.0969,0.09537000000000001,0.09537000000000001,69928219,0
1984-11-01 00:00:00,0.09598999999999999,0.0969,0.09598999999999999,0.09598999999999999,54611075,0
1984-11-02 00:00:00,0.09598999999999999,0.09627999999999999,0.09475,0.09537000000000001,32142527,0
1984-11-05 00:00:00,0.09537000000000001,0.0975,0.09475,0.09475,122328858,0
1984-11-06 00:00:00,0.1006,0.10122,0.1006,0.1006,261587139,0
1984-11-07 00:00:00,0.1006,0.10122,0.09876,0.09876,268816586,0
1984-11-08 00:00:00,0.09876,0.09876,0.09475,0.09475,102304769,0
1984-11-09 00:00:00,0.09475,0.09537000000000001,0.0883,0.08922000000000001,341475382,0
1984-11-12 00:00:00,0.09229,0.0929,0.09229,0.09229,131482695,0
1984-11-13 00:00:00,0.09229,0.09445,0.09014,0.09014,147059893,0
1984-11-14 00:00:00,0.09106,0.09197000000000001,0.09106,0.09106,121132544,0
1984-11-15 00:00:00,0.09106,0.09197000000000001,0.09106,0.09106,123759100,0
1984-11-16 00:00:00,0.09106,0.09229,0.08861000000000001,0.08922000000000001,192439114,0
1984-11-19 00:00:00,0.08922000000000001,0.08983,0.08398,0.08398,270480899,0
1984-11-20 00:00:00,0.08675,0.08706,0.08675,0.08675,305614040,0
1984-11-21 00:00:00,0.08861000000000001,0.08922000000000001,0.08861000000000001,0.08861000000000001,207496118,0
1984-11-23 00:00:00,0.08983,0.09229,0.08983,0.09106,159152276,0
1984-11-26 00:00:00,0.09197000000000001,0.09197000000000001,0.09197000000000001,0.09197000000000001,116841763,0
1984-11-27 00:00:00,0.09445,0.09537000000000001,0.09445,0.09445,147918025,0
1984-11-28 00:00:00,0.09937,0.10182000000000001,0.09937,0.09937,476598838,0
1984-11-29 00:00:00,0.09937,0.09937,0.0975,0.0975,203023272,0
1984-11-30 00:00:00,0.0975,0.09813,0.09445,0.09475,126203656,0
1984-12-03 00:00:00,0.09475,0.09537000000000001,0.09352,0.09352,113773103,0
1984-12-04 00:00:00,0.09537000000000001,0.0975,0.09537000000000001,0.09537000000000001,139752375,0
1984-12-05 00:00:00,0.09998,0.09998,0.09998,0.09998,305224011,0
1984-12-06 00:00:00,0.1049,0.10552,0.1049,0.1049,368338850,0
1984-12-07 00:00:00,0.1049,0.1089,0.10397999999999999,0.10457999999999999,574118551,0
1984-12-10 00:00:00,0.10457999999999999,0.10457999999999999,0.10245,0.10245,129428268,0
1984-12-11 00:00:00,0.10245,0.10397999999999999,0.10122,0.10122,143705167,0
1984-12-12 00:00:00,0.10122,0.10122,0.09782,0.09782,127789987,0
1984-12-13 00:00:00,0.09876,0.1006,0.09876,0.09876,77599734,0
1984-12-14 00:00:00,0.09876,0.10213,0.09876,0.10122,111614683,0
1984-12-17 00:00:00,0.10367,0.10457999999999999,0.10367,0.10367,145395556,0
1984-12-18 00:00:00,0.10983,0.11012999999999999,0.10983,0.10983,395384262,0
1984-12-19 00:00:00,0.10983,0.11012999999999999,0.10552,0.10552,368598881,0
1984-12-20 00:00:00,0.10552,0.10736,0.1049,0.1049,162350973,0
1984-12-21 00:00:00,0.1049,0.10552,0.10245,0.10367,143835204,0
1984-12-24 00:00:00,0.10552,0.10582000000000001,0.10552,0.10552,78405936,0
1984-12-26 00:00:00,0.10582000000000001,0.10705999999999999,0.10582000000000001,0.10582000000000001,77989871,0
1984-12-27 00:00:00,0.10644,0.10705999999999999,0.10644,0.10644,114657274,0
1984-12-28 00:00:00,0.10644,0.11074,0.10582000000000001,0.11012999999999999,191944971,0
1984-12-31 00:00:00,0.11167,0.11227999999999999,0.11167,0.11167,241198980,0
1985-01-02 00:00:00,0.11167,0.11167,0.10705999999999999,0.10705999999999999,203517279,0
