<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,D,20010508,000000,0.3901,0.39136,0.36821,0.37813,366206305,0
AAPL.US,D,20010509,000000,0.37123,0.37779,0.36421,0.36883,377180568,0
AAPL.US,D,20010510,000000,0.37258,0.37684,0.35288,0.35378,335487655,0
AAPL.US,D,20010511,000000,0.35401,0.36114,0.35008,0.35161,235724887,0
AAPL.US,D,20010514,000000,0.35226,0.36421,0.35008,0.35809,358989876,0
AAPL.US,D,20010515,000000,0.35962,0.39223,0.35431,0.3566,275174847,0
AAPL.US,D,20010516,000000,0.3578,0.37684,0.35161,0.37069,374209526,0
AAPL.US,D,20010517,000000,0.37288,0.37407,0.3575,0.36238,385573794,0
AAPL.US,D,20010518,000000,0.35929,0.36365,0.35558,0.36208,184650483,0
AAPL.US,D,20010521,000000,0.36331,0.36786,0.35464,0.36238,535195149,0
AAPL.US,D,20010522,000000,0.36919,0.37099,0.35994,0.36146,479374819,0
AAPL.US,D,20010523,000000,0.36547,0.36547,0.35161,0.3575,326275251,0
AAPL.US,D,20010524,000000,0.35809,0.35839,0.34798,0.35685,315496091,0
AAPL.US,D,20010525,000000,0.35685,0.35809,0.34606,0.35008,184292934,0
AAPL.US,D,20010529,000000,0.34335,0.34606,0.31997,0.33004,599038168,0
AAPL.US,D,20010530,000000,0.31932,0.31932,0.29697,0.30425,902149184,0
AAPL.US,D,20010531,000000,0.30451,0.31121,0.2996,0.30674,514176373,0
AAPL.US,D,20010601,000000,0.30949,0.32428,0.30736,0.32146,529480515,0
AAPL.US,D,20010604,000000,0.32428,0.3246,0.31484,0.31775,327295977,0
AAPL.US,D,20010605,000000,0.31997,0.3246,0.31317,0.32211,547729728,0
AAPL.US,D,20010606,000000,0.32178,0.32178,0.31251,0.31902,259097101,0
AAPL.US,D,20010607,000000,0.31872,0.33382,0.31447,0.33312,377518670,0
AAPL.US,D,20010608,000000,0.33282,0.33282,0.31872,0.32794,397770250,0
AAPL.US,D,20010611,000000,0.32396,0.32428,0.30674,0.30833,341319350,0
AAPL.US,D,20010612,000000,0.30397,0.31837,0.30397,0.31219,352690114,0
AAPL.US,D,20010613,000000,0.32942,0.3344,0.30853,0.31484,593811087,0
AAPL.US,D,20010614,000000,0.30833,0.31447,0.30397,0.30579,345207055,0
AAPL.US,D,20010615,000000,0.30921,0.31932,0.29779,0.31447,527796639,0
AAPL.US,D,20010618,000000,0.31411,0.32087,0.30774,0.31251,401586558,0
AAPL.US,D,20010619,000000,0.32087,0.32912,0.30799,0.31067,372766177,0
AAPL.US,D,20010620,000000,0.30774,0.33624,0.30736,0.33344,501089269,0
AAPL.US,D,20010621,000000,0.33168,0.35378,0.3246,0.34573,396268518,0
AAPL.US,D,20010622,000000,0.34573,0.35378,0.33467,0.34245,332061419,0
AAPL.US,D,20010625,000000,0.34606,0.36919,0.3451,0.36883,510295128,0
AAPL.US,D,20010626,000000,0.35904,0.36547,0.35401,0.36547,316685788,0
AAPL.US,D,20010627,000000,0.36642,0.36919,0.34606,0.35904,434346702,0
AAPL.US,D,20010628,000000,0.35464,0.36786,0.35288,0.36208,404486168,0
AAPL.US,D,20010629,000000,0.36391,0.3861,0.35685,0.3575,598342518,0
AAPL.US,D,20010702,000000,0.36365,0.37288,0.35594,0.36753,267074230,0
AAPL.US,D,20010703,000000,0.36175,0.37188,0.36146,0.36674,130657011,0
AAPL.US,D,20010705,000000,0.36301,0.36547,0.35401,0.35685,176803395,0
AAPL.US,D,20010706,000000,0.35008,0.35321,0.33407,0.33895,351675901,0
AAPL.US,D,20010709,000000,0.3396,0.35378,0.33344,0.34916,391782531,0
AAPL.US,D,20010710,000000,0.35288,0.35496,0.32057,0.32517,458889191,0
AAPL.US,D,20010711,000000,0.32358,0.34708,0.32301,0.34673,546234425,0
AAPL.US,D,20010712,000000,0.35839,0.38139,0.35839,0.37471,713753926,0
AAPL.US,D,20010713,000000,0.37099,0.38479,0.36674,0.38235,527933226,0
AAPL.US,D,20010716,000000,0.38269,0.3861,0.36786,0.36856,323518685,0
AAPL.US,D,20010717,000000,0.36883,0.3879,0.35401,0.3861,752098706,0
AAPL.US,D,20010718,000000,0.33502,0.35037,0.31411,0.31965,1320015100,0
AAPL.US,D,20010719,000000,0.32667,0.32942,0.30397,0.30703,999740507,0
AAPL.US,D,20010720,000000,0.30303,0.30853,0.2996,0.30736,516139800,0
AAPL.US,D,20010723,000000,0.30891,0.31534,0.30023,0.30055,280206942,0
AAPL.US,D,20010724,000000,0.29833,0.30639,0.28825,0.29347,404447139,0
AAPL.US,D,20010725,000000,0.29405,0.29697,0.27626,0.28394,515320660,0
AAPL.US,D,20010726,000000,0.28424,0.28915,0.27477,0.2858,428554021,0
AAPL.US,D,20010727,000000,0.28857,0.296,0.2845,0.29169,387914298,0
AAPL.US,D,20010730,000000,0.29405,0.29779,0.28483,0.29102,282527832,0
AAPL.US,D,20010731,000000,0.29633,0.29863,0.28483,0.28889,272853897,0
AAPL.US,D,20010801,000000,0.29255,0.30425,0.29134,0.29315,353086708,0
AAPL.US,D,20010802,000000,0.30205,0.30579,0.29633,0.30483,292663393,0
AAPL.US,D,20010803,000000,0.30611,0.30611,0.29228,0.29988,215999902,0
AAPL.US,D,20010806,000000,0.29285,0.30238,0.29228,0.29405,115691023,0
AAPL.US,D,20010807,000000,0.29723,0.3027,0.29198,0.296,195676688,0
AAPL.US,D,20010808,000000,0.29633,0.30303,0.28516,0.2907,320619149,0
AAPL.US,D,20010809,000000,0.29169,0.29437,0.28792,0.29315,232961788,0
AAPL.US,D,20010810,000000,0.29285,0.29723,0.2858,0.29255,217053081,0
AAPL.US,D,20010813,000000,0.29375,0.29723,0.28857,0.29347,171816879,0
AAPL.US,D,20010814,000000,0.29535,0.29779,0.28737,0.28825,265800001,0
AAPL.US,D,20010815,000000,0.28857,0.29134,0.28,0.28364,335838711,0
AAPL.US,D,20010816,000000,0.28084,0.28857,0.27626,0.28672,334460460,0
AAPL.US,D,20010817,000000,0.27689,0.28364,0.27656,0.27807,241972673,0
AAPL.US,D,20010820,000000,0.27902,0.28057,0.27382,0.27868,292910503,0
AAPL.US,D,20010821,000000,0.27902,0.27902,0.27217,0.27566,215590254,0
AAPL.US,D,20010822,000000,0.27599,0.28057,0.27075,0.28028,201976506,0
AAPL.US,D,20010823,000000,0.28,0.28214,0.27043,0.27382,252017198,0
AAPL.US,D,20010824,000000,0.27689,0.28638,0.27124,0.2858,337060901,0
AAPL.US,D,20010827,000000,0.2861,0.29697,0.27935,0.29102,203913868,0
AAPL.US,D,20010828,000000,0.2907,0.29437,0.28301,0.28301,199376026,0
AAPL.US,D,20010829,000000,0.28364,0.28947,0.27412,0.27412,278594523,0
AAPL.US,D,20010830,000000,0.27284,0.27968,0.26582,0.27412,428033939,0
AAPL.US,D,20010831,000000,0.27284,0.2861,0.27124,0.28548,251815607,0
AAPL.US,D,20010904,000000,0.2845,0.29347,0.27968,0.28057,404258564,0
AAPL.US,D,20010905,000000,0.28057,0.29134,0.27868,0.28548,418008840,0
AAPL.US,D,20010906,000000,0.28301,0.29102,0.27124,0.27252,327816063,0
AAPL.US,D,20010907,000000,0.26918,0.27838,0.26459,0.26582,280752943,0
AAPL.US,D,20010910,000000,0.26151,0.26918,0.26021,0.26732,358554345,0
AAPL.US,D,20010917,000000,0.24605,0.26274,0.2421,0.26118,531723471,0
AAPL.US,D,20010918,000000,0.25991,0.27252,0.24888,0.25048,379748620,0
AAPL.US,D,20010919,000000,0.25383,0.26304,0.23998,0.26184,433404062,0
AAPL.US,D,20010920,000000,0.25048,0.26056,0.23843,0.24117,477352909,0
AAPL.US,D,20010921,000000,0.22769,0.24982,0.22577,0.2421,662341505,0
AAPL.US,D,20010924,000000,0.24765,0.25906,0.24523,0.25286,341943458,0
AAPL.US,D,20010925,000000,0.24822,0.24953,0.23594,0.23903,434665264,0
AAPL.US,D,20010926,000000,0.2434,0.24453,0.22944,0.23323,573273409,0
AAPL.US,D,20010927,000000,0.2344,0.24242,0.23383,0.23843,374105516,0
AAPL.US,D,20010928,000000,0.24177,0.24489,0.23689,0.23843,423873078,0
AAPL.US,D,20011001,000000,0.23843,0.24605,0.2344,0.23903,241719107,0
AAPL.US,D,20011002,000000,0.23714,0.24364,0.22881,0.23167,273848639,0
AAPL.US,D,20011003,000000,0.22976,0.23629,0.22822,0.23041,792979032,0
AAPL.US,D,20011004,000000,0.23594,0.24982,0.23071,0.24422,465683059,0
AAPL.US,D,20011005,000000,0.23689,0.24822,0.23071,0.24822,397841732,0
AAPL.US,D,20011008,000000,0.23965,0.25161,0.23843,0.2492,241458999,0
AAPL.US,D,20011009,000000,0.24698,0.2492,0.24057,0.24605,202035022,0
AAPL.US,D,20011010,000000,0.24765,0.25936,0.24523,0.25871,357293098,0
AAPL.US,D,20011011,000000,0.26021,0.27284,0.25936,0.27284,387946839,0
AAPL.US,D,20011012,000000,0.26614,0.27807,0.25936,0.27716,334135360,0
AAPL.US,D,20011015,000000,0.27599,0.28269,0.27599,0.27656,370055118,0
AAPL.US,D,20011016,000000,0.27807,0.28,0.27315,0.27716,235614311,0
AAPL.US,D,20011017,000000,0.28214,0.28334,0.26084,0.26118,331495786,0
AAPL.US,D,20011018,000000,0.26582,0.28057,0.26582,0.27689,711166439,0
AAPL.US,D,20011019,000000,0.27599,0.28301,0.27506,0.28149,193635344,0
AAPL.US,D,20011022,000000,0.28028,0.29347,0.27807,0.29255,455020943,0
AAPL.US,D,20011023,000000,0.29405,0.29863,0.27506,0.27902,795228486,0
AAPL.US,D,20011024,000000,0.27772,0.29347,0.27315,0.29134,434691272,0
AAPL.US,D,20011025,000000,0.28364,0.296,0.27935,0.29535,295985587,0
AAPL.US,D,20011026,000000,0.29007,0.296,0.28638,0.28737,323863228,0
AAPL.US,D,20011029,000000,0.2858,0.28737,0.27075,0.27104,277677907,0
AAPL.US,D,20011030,000000,0.26732,0.27689,0.26241,0.27075,321308262,0
AAPL.US,D,20011031,000000,0.27284,0.28301,0.26826,0.27011,317810512,0
AAPL.US,D,20011101,000000,0.27124,0.28889,0.26516,0.2858,363371793,0
AAPL.US,D,20011102,000000,0.28483,0.29007,0.27935,0.2858,228944008,0
AAPL.US,D,20011105,000000,0.28977,0.296,0.2861,0.29347,273744585,0
AAPL.US,D,20011106,000000,0.29169,0.30176,0.28516,0.30123,366882504,0
AAPL.US,D,20011107,000000,0.29926,0.30949,0.29723,0.30123,444631783,0
AAPL.US,D,20011108,000000,0.30176,0.30611,0.2858,0.28792,397211138,0
AAPL.US,D,20011109,000000,0.2861,0.296,0.28548,0.28792,155908204,0
AAPL.US,D,20011112,000000,0.28704,0.29503,0.27626,0.28857,233930475,0
AAPL.US,D,20011113,000000,0.29347,0.29833,0.28792,0.29804,260832945,0
AAPL.US,D,20011114,000000,0.30123,0.30611,0.29437,0.30153,256743642,0
AAPL.US,D,20011115,000000,0.29893,0.30611,0.296,0.29893,247316781,0
AAPL.US,D,20011116,000000,0.29633,0.29665,0.28301,0.29169,267789431,0
AAPL.US,D,20011119,000000,0.29228,0.30853,0.29169,0.30774,386119872,0
AAPL.US,D,20011120,000000,0.30483,0.31067,0.29988,0.30055,321100185,0
AAPL.US,D,20011121,000000,0.30153,0.30451,0.29633,0.3027,234028069,0
AAPL.US,D,20011123,000000,0.30331,0.30674,0.30123,0.30518,69661658,0
AAPL.US,D,20011126,000000,0.30674,0.33168,0.30579,0.32882,534837589,0
AAPL.US,D,20011127,000000,0.3261,0.33106,0.31534,0.32301,311777307,0
AAPL.US,D,20011128,000000,0.32087,0.32638,0.31411,0.31596,290947076,0
AAPL.US,D,20011129,000000,0.31688,0.31837,0.31067,0.31411,235399791,0
AAPL.US,D,20011130,000000,0.31484,0.32976,0.31121,0.32764,352826645,0
AAPL.US,D,20011203,000000,0.32396,0.32734,0.31688,0.32396,210324248,0
AAPL.US,D,20011204,000000,0.32396,0.34708,0.31872,0.34449,441647695,0
AAPL.US,D,20011205,000000,0.3439,0.36979,0.34115,0.36547,660092011,0
AAPL.US,D,20011206,000000,0.36114,0.36146,0.34055,0.35037,393485905,0
AAPL.US,D,20011207,000000,0.3454,0.34948,0.33839,0.34673,236270989,0
AAPL.US,D,20011210,000000,0.34275,0.35354,0.34212,0.34673,197373538,0
AAPL.US,D,20011211,000000,0.34883,0.35161,0.33282,0.33502,238546421,0
AAPL.US,D,20011212,000000,0.33657,0.33717,0.32667,0.33042,223437362,0
AAPL.US,D,20011213,000000,0.33042,0.33168,0.31534,0.32301,229685124,0
AAPL.US,D,20011214,000000,0.31902,0.32027,0.30891,0.31387,220446776,0
AAPL.US,D,20011217,000000,0.31387,0.32301,0.31067,0.3171,201670973,0
AAPL.US,D,20011218,000000,0.32146,0.32794,0.31092,0.32334,273100935,0
AAPL.US,D,20011219,000000,0.31653,0.33344,0.31484,0.33251,336625362,0
AAPL.US,D,20011220,000000,0.32912,0.33004,0.3171,0.31802,256412057,0
AAPL.US,D,20011221,000000,0.32334,0.33138,0.31997,0.32301,297591397,0
AAPL.US,D,20011224,000000,0.32146,0.32976,0.32146,0.32852,58778447,0
AAPL.US,D,20011226,000000,0.32852,0.34305,0.32517,0.33042,169963985,0
AAPL.US,D,20011227,000000,0.33201,0.34212,0.33201,0.3396,222332179,0
AAPL.US,D,20011228,000000,0.33782,0.35378,0.33782,0.3448,347268048,0
AAPL.US,D,20011231,000000,0.3464,0.34853,0.33564,0.3369,159958537,0
AAPL.US,D,20020102,000000,0.33928,0.35839,0.33782,0.35839,614719312,0
AAPL.US,D,20020103,000000,0.35378,0.36547,0.35008,0.36268,710509803,0
AAPL.US,D,20020104,000000,0.35904,0.36821,0.35354,0.36453,475961712,0
AAPL.US,D,20020107,000000,0.36482,0.36919,0.35008,0.35226,516139800,0
AAPL.US,D,20020108,000000,0.35008,0.35464,0.3454,0.3477,522472098,0
AAPL.US,D,20020109,000000,0.35067,0.35258,0.32734,0.33282,380600328,0
AAPL.US,D,20020110,000000,0.32638,0.33004,0.31121,0.32667,525605754,0
AAPL.US,D,20020111,000000,0.32912,0.33597,0.31688,0.32396,404941213,0
AAPL.US,D,20020114,000000,0.32334,0.32912,0.32146,0.32517,482950611,0
AAPL.US,D,20020115,000000,0.32794,0.33467,0.32638,0.33382,337047922,0
AAPL.US,D,20020116,000000,0.32942,0.32942,0.31534,0.31965,658135110,0
AAPL.US,D,20020117,000000,0.33782,0.34976,0.33657,0.34573,766895770,0
AAPL.US,D,20020118,000000,0.33839,0.3477,0.33782,0.34115,393342910,0
AAPL.US,D,20020122,000000,0.34245,0.34418,0.33564,0.33564,379995626,0
AAPL.US,D,20020123,000000,0.33534,0.35431,0.33201,0.35401,514625002,0
AAPL.US,D,20020124,000000,0.35258,0.36175,0.35226,0.35717,399369590,0
AAPL.US,D,20020125,000000,0.35226,0.36024,0.34853,0.3575,215837356,0
AAPL.US,D,20020128,000000,0.35994,0.36238,0.34948,0.3578,216454975,0
AAPL.US,D,20020129,000000,0.35717,0.36208,0.35161,0.35496,279004134,0
AAPL.US,D,20020130,000000,0.35496,0.37123,0.35288,0.37043,547476170,0
AAPL.US,D,20020131,000000,0.3716,0.38049,0.37069,0.38017,543841921,0
AAPL.US,D,20020201,000000,0.38834,0.39508,0.38588,0.39171,462412900,0
AAPL.US,D,20020204,000000,0.38956,0.39416,0.38834,0.39263,606449649,0
AAPL.US,D,20020205,000000,0.38577,0.39956,0.38577,0.39136,530423211,0
AAPL.US,D,20020206,000000,0.39373,0.39956,0.37123,0.37972,693755845,0
AAPL.US,D,20020207,000000,0.37906,0.3889,0.37043,0.37379,403816509,0
AAPL.US,D,20020208,000000,0.37527,0.37906,0.35962,0.36979,412521749,0
AAPL.US,D,20020211,000000,0.36786,0.38452,0.36517,0.38425,462757503,0
AAPL.US,D,20020212,000000,0.37937,0.38515,0.37584,0.38017,260377887,0
AAPL.US,D,20020213,000000,0.38049,0.38825,0.37906,0.38479,363228738,0
AAPL.US,D,20020214,000000,0.38543,0.38825,0.37497,0.37843,302044840,0
AAPL.US,D,20020215,000000,0.37749,0.38425,0.36694,0.36753,302064323,0
AAPL.US,D,20020219,000000,0.36547,0.36724,0.34573,0.34798,453070523,0
AAPL.US,D,20020220,000000,0.35008,0.35685,0.3439,0.35558,331385331,0
AAPL.US,D,20020221,000000,0.35258,0.35378,0.32976,0.33074,518655837,0
AAPL.US,D,20020222,000000,0.33312,0.35288,0.33074,0.34976,471898338,0
AAPL.US,D,20020225,000000,0.35161,0.38017,0.3439,0.36614,495550154,0
AAPL.US,D,20020226,000000,0.36786,0.37497,0.3575,0.36421,301999254,0
AAPL.US,D,20020227,000000,0.36821,0.37288,0.32211,0.33782,1195963308,0
AAPL.US,D,20020228,000000,0.34055,0.3474,0.32852,0.33382,530481711,0
AAPL.US,D,20020301,000000,0.33717,0.36146,0.33564,0.36056,405162264,0
AAPL.US,D,20020304,000000,0.3578,0.37813,0.35008,0.37347,404310584,0
AAPL.US,D,20020305,000000,0.37123,0.37554,0.35994,0.36208,318915710,0
AAPL.US,D,20020306,000000,0.36114,0.37439,0.35258,0.37043,262614326,0
AAPL.US,D,20020307,000000,0.37013,0.37749,0.36301,0.37497,299814890,0
AAPL.US,D,20020308,000000,0.38049,0.38577,0.37379,0.37937,313194627,0
AAPL.US,D,20020311,000000,0.37843,0.38665,0.37069,0.38543,305080927,0
AAPL.US,D,20020312,000000,0.37719,0.38049,0.37069,0.38017,294945430,0
AAPL.US,D,20020313,000000,0.37497,0.38235,0.37123,0.37651,233078848,0
AAPL.US,D,20020314,000000,0.37379,0.37843,0.36724,0.37554,252270732,0
AAPL.US,D,20020315,000000,0.37617,0.38397,0.37288,0.38365,279673769,0
AAPL.US,D,20020318,000000,0.38365,0.38543,0.37407,0.38049,353574289,0
AAPL.US,D,20020319,000000,0.37992,0.38915,0.37379,0.38235,281351100,0
AAPL.US,D,20020320,000000,0.37937,0.38665,0.37684,0.38332,341689927,0
AAPL.US,D,20020321,000000,0.36694,0.37379,0.3578,0.3732,715554738,0
AAPL.US,D,20020322,000000,0.37258,0.37779,0.36724,0.37043,234736664,0
AAPL.US,D,20020325,000000,0.37043,0.37043,0.3575,0.35929,305132947,0
AAPL.US,D,20020326,000000,0.35685,0.36365,0.35378,0.36084,299340253,0
AAPL.US,D,20020327,000000,0.35929,0.36482,0.3578,0.36084,148256027,0
AAPL.US,D,20020328,000000,0.36453,0.36724,0.36084,0.36421,125911075,0
AAPL.US,D,20020401,000000,0.35962,0.37992,0.35809,0.37617,231082954,0
AAPL.US,D,20020402,000000,0.36919,0.37379,0.36724,0.37043,236596005,0
AAPL.US,D,20020403,000000,0.37013,0.37651,0.36301,0.36547,249059077,0
AAPL.US,D,20020404,000000,0.36421,0.38543,0.36421,0.38302,392978777,0
AAPL.US,D,20020405,000000,0.38365,0.38763,0.37069,0.38049,323148075,0
AAPL.US,D,20020408,000000,0.3716,0.37972,0.36584,0.37779,303605163,0
AAPL.US,D,20020409,000000,0.37813,0.38452,0.36951,0.37069,222358127,0
AAPL.US,D,20020410,000000,0.37258,0.38365,0.36951,0.37937,261190540,0
AAPL.US,D,20020411,000000,0.38515,0.38763,0.38082,0.38235,472801976,0
AAPL.US,D,20020412,000000,0.38479,0.38727,0.37813,0.38543,371784513,0
AAPL.US,D,20020415,000000,0.38543,0.38665,0.38139,0.38452,347554017,0
AAPL.US,D,20020416,000000,0.38665,0.39956,0.38633,0.39595,713493895,0
AAPL.US,D,20020417,000000,0.39871,0.40262,0.39045,0.40149,460026852,0
AAPL.US,D,20020418,000000,0.39223,0.39251,0.38269,0.39102,466365724,0
AAPL.US,D,20020419,000000,0.39193,0.39193,0.38332,0.38425,435829003,0
AAPL.US,D,20020422,000000,0.38205,0.38332,0.37288,0.37749,312791532,0
AAPL.US,D,20020423,000000,0.37749,0.38112,0.37043,0.37288,271046540,0
AAPL.US,D,20020424,000000,0.37379,0.37684,0.36421,0.36547,163053064,0
AAPL.US,D,20020425,000000,0.36238,0.37439,0.36238,0.37099,225459311,0
AAPL.US,D,20020426,000000,0.37347,0.37497,0.35378,0.35401,354068445,0
AAPL.US,D,20020429,000000,0.35623,0.37013,0.35496,0.36856,316113718,0
AAPL.US,D,20020430,000000,0.36753,0.37497,0.36547,0.3732,326184242,0
AAPL.US,D,20020501,000000,0.37347,0.37347,0.35929,0.36883,249260612,0
AAPL.US,D,20020502,000000,0.36614,0.37439,0.36301,0.36453,277866408,0
AAPL.US,D,20020503,000000,0.36268,0.36951,0.36024,0.36175,267925913,0
AAPL.US,D,20020506,000000,0.35929,0.36146,0.3454,0.34828,289848368,0
AAPL.US,D,20020507,000000,0.35288,0.35288,0.34055,0.3454,281819163,0
AAPL.US,D,20020508,000000,0.35685,0.37719,0.35431,0.37497,506966445,0
AAPL.US,D,20020509,000000,0.37288,0.37471,0.36614,0.3722,260768000,0
AAPL.US,D,20020510,000000,0.37347,0.37347,0.35354,0.35869,273283015,0
AAPL.US,D,20020513,000000,0.36175,0.37043,0.35288,0.36821,308357611,0
AAPL.US,D,20020514,000000,0.37584,0.39493,0.37258,0.39373,611247629,0
AAPL.US,D,20020515,000000,0.39045,0.39956,0.38205,0.3889,389877709,0
AAPL.US,D,20020516,000000,0.38543,0.39136,0.38082,0.3879,263595990,0
AAPL.US,D,20020517,000000,0.39193,0.39654,0.37843,0.38479,274557292,0
AAPL.US,D,20020520,000000,0.37813,0.38332,0.37749,0.38049,313357169,0
AAPL.US,D,20020521,000000,0.38169,0.38452,0.35994,0.36084,326216747,0
AAPL.US,D,20020522,000000,0.35962,0.37497,0.35869,0.37407,337691582,0
AAPL.US,D,20020523,000000,0.37584,0.38825,0.37043,0.38727,428853061,0
AAPL.US,D,20020524,000000,0.38425,0.38425,0.36856,0.37123,192920171,0
AAPL.US,D,20020528,000000,0.36453,0.3722,0.36024,0.36883,173812794,0
AAPL.US,D,20020529,000000,0.36786,0.37584,0.36056,0.36883,257491316,0
AAPL.US,D,20020530,000000,0.36547,0.37497,0.36175,0.3722,227981785,0
AAPL.US,D,20020531,000000,0.37043,0.37288,0.35809,0.35839,424321676,0
AAPL.US,D,20020603,000000,0.35994,0.36056,0.3474,0.35258,272951447,0
AAPL.US,D,20020604,000000,0.35196,0.35431,0.34115,0.35037,403803551,0
AAPL.US,D,20020605,000000,0.35099,0.35099,0.3439,0.34948,321678828,0
AAPL.US,D,20020606,000000,0.35321,0.3575,0.33895,0.34085,301843248,0
AAPL.US,D,20020607,000000,0.33467,0.33752,0.32178,0.32912,710938841,0
AAPL.US,D,20020610,000000,0.33042,0.33597,0.32824,0.33042,322250922,0
AAPL.US,D,20020611,000000,0.33282,0.33382,0.31411,0.31484,405747399,0
AAPL.US,D,20020612,000000,0.31411,0.31932,0.30674,0.30891,613815654,0
AAPL.US,D,20020613,000000,0.30799,0.30853,0.29804,0.30055,408751026,0
