TOTAL PUT/CALL RATIO,INDEX PUT/CALL RATIO,EXCHANGE TRADED PRODUCTS PUT/CALL RATIO,EQUITY PUT/CALL RATIO,CBOE VOLATILITY INDEX (VIX) PUT/CALL RATIO,SPX + SPXW PUT/CALL RATIO,OEX PUT/CALL RATIO,MRUT PUT/CALL RATIO,DATE
0.77,1.47,0.83,0.44,1.26,1.5,0.85,20.26,2021-04-17
